"","sim_number","oxcal_target","a_pass","Targets","Span","Samples","Errors","OffsetVaria","model_run","accuracy_68","accuracy_95","precision_68","precision_95","off_target_68","off_target_95","Offset"
"1188",1188,"T700","Pass",700,74,5,32,17.4133434173451,1,0,1,29.5,54.5,1,0,0
"1189",1189,"T820","Pass",820,80,22,29,5.01864034819254,1,0,1,26.5,44,0.5,0,0
"1190",1190,"T641","Pass",641,43,9,13,6.24622783368896,1,1,1,5,10,0,0,0
"1191",1191,"T1194","Fail",1194,72,9,15,22.7254085917051,1,0,0,7.5,16.5,11,7,0
"1192",1192,"T949","Pass",949,39,25,18,14.8191833783386,1,1,1,4,8,0,0,0
"1193",1193,"T231","FALSE",231,76,24,17,18.88955474928,0,0,0,0,0,0,0,0
"1194",1194,"T338","Pass",338,43,5,31,4.360407980836,1,1,1,28.5,61,0,0,0
"1195",1195,"T1196","Pass",1196,84,14,31,11.905542873143,1,1,1,11,23.5,0,0,0
"1196",1196,"T775","Pass",775,70,20,10,13.334520337312,1,1,1,5.5,12.5,0,0,0
"1197",1197,"T1012","Fail",1012,52,4,16,11.4069620575593,1,1,1,8.5,16.5,0,0,0
"1198",1198,"T358","Pass",358,52,19,14,11.4462564066257,1,1,1,15,33.5,0,0,0
"1199",1199,"T507","Fail",507,98,11,22,13.9324651573538,1,1,1,7,16,0,0,0
"1200",1200,"T804","Pass",804,67,14,13,5.96223641885165,1,1,1,7,15,0,0,0
"1201",1201,"T369","Pass",369,96,21,18,18.5501573164517,1,1,1,9,18.5,0,0,0
"1202",1202,"T998","Pass",998,91,13,15,23.6566036097223,1,1,1,8.5,16,0,0,0
"1203",1203,"T974","Pass",974,69,6,11,18.7540036940067,1,1,1,16.5,36,0,0,0
"1204",1204,"T543","Pass",543,90,16,15,0.997674126061844,1,1,1,6,11.5,0,0,0
"1205",1205,"T215","FALSE",215,94,21,21,3.06002462143148,0,0,0,0,0,0,0,0
"1206",1206,"T459","Pass",459,47,7,26,12.9265881330702,1,1,1,11,21,0,0,0
"1207",1207,"T945","Pass",945,65,18,16,15.7289888391504,1,1,1,12.5,30,0,0,0
"1208",1208,"T737","Pass",737,85,21,11,17.8142313872115,1,1,1,8,19.5,0,0,0
"1209",1209,"T607","Pass",607,34,14,23,21.3125168093506,1,1,1,11,25,0,0,0
"1210",1210,"T860","Pass",860,69,3,10,12.8571912460658,1,1,1,8.5,17,0,0,0
"1211",1211,"T363","Pass",363,78,9,14,13.3754973949459,1,1,1,12.5,22,0,0,0
"1212",1212,"T558","Pass",558,56,12,10,11.0531646191478,1,1,1,5.5,11.5,0,0,0
"1213",1213,"T237","FALSE",237,90,10,8,26.4260478107485,0,0,0,0,0,0,0,0
"1214",1214,"T540","Pass",540,77,10,31,6.85315221211431,1,1,1,8,17,0,0,0
"1215",1215,"T245","FALSE",245,36,21,28,21.454929171215,0,0,0,0,0,0,0,0
"1216",1216,"T221","FALSE",221,47,14,14,24.3493423923724,0,0,0,0,0,0,0,0
"1217",1217,"T923","Pass",923,51,18,27,0.302784095640061,1,1,1,6.5,11.5,0,0,0
"1218",1218,"T625","Pass",625,25,4,16,3.62544652382401,1,1,1,11.5,37,0,0,0
"1219",1219,"T1158","Pass",1158,41,13,19,13.9684579156514,1,1,1,5.5,11.5,0,0,0
"1220",1220,"T967","Pass",967,27,24,28,23.6264620170819,1,1,1,8.5,19.5,0,0,0
"1221",1221,"T563","Pass",563,59,19,18,6.32029450936383,1,1,1,7.5,17,0,0,0
"1222",1222,"T1177","Pass",1177,41,8,32,1.17284414099599,1,1,1,8.5,20,0,0,0
"1223",1223,"T1189","Fail",1189,40,18,15,17.9632105721047,1,1,1,5,10.5,0,0,0
"1224",1224,"T948","Pass",948,62,22,23,22.5060268704728,1,1,1,4,9,0,0,0
"1225",1225,"T323","Pass",323,91,21,24,11.5144154816729,1,1,1,13.5,26,0,0,0
"1226",1226,"T263","FALSE",263,27,15,28,16.4735514844821,0,0,0,0,0,0,0,0
"1227",1227,"T737","Pass",737,64,25,32,21.125853057168,1,1,1,8,18,0,0,0
"1228",1228,"T411","FALSE",411,28,7,30,12.7331500620136,0,0,0,0,0,0,0,0
"1229",1229,"T346","Pass",346,27,10,24,8.99030855355901,1,1,1,25,64,0,0,0
"1230",1230,"T362","Pass",362,36,3,23,11.8571158687912,1,0,1,21,54.5,6.5,0,0
"1231",1231,"T883","Pass",883,43,16,24,5.45283168193139,1,1,1,9.5,29.5,0,0,0
"1232",1232,"T1147","Fail",1147,28,11,21,15.1655011008475,1,1,1,11,32.5,0,0,0
"1233",1233,"T877","Pass",877,91,10,23,23.7369910144419,1,0,1,6,12.5,4,0,0
"1234",1234,"T262","Fail",262,92,5,13,20.4204255312404,1,1,1,6,11.5,0,0,0
"1235",1235,"T995","Pass",995,41,19,29,22.5148772645283,1,1,1,18,38.5,0,0,0
"1236",1236,"T451","Pass",451,66,15,9,19.8658668578479,1,1,1,7,14.5,0,0,0
"1237",1237,"T381","Pass",381,91,9,27,19.6878163951051,1,1,1,20,45,0,0,0
"1238",1238,"T959","Pass",959,32,6,20,16.7101837171677,1,0,1,23.5,64.5,32.5,0,0
"1239",1239,"T579","Fail",579,83,25,26,20.3769599363441,1,1,1,11.5,21,0,0,0
"1240",1240,"T493","Pass",493,70,14,13,10.960982182181,1,1,1,6,11.5,0,0,0
"1241",1241,"T493","Pass",493,43,5,31,6.22920899744565,1,0,1,12,23,0.5,0,0
"1242",1242,"T887","Pass",887,55,2,10,11.1967157186547,1,1,1,10.5,26.5,0,0,0
"1243",1243,"T1126","Fail",1126,68,18,8,26.4655343854565,1,0,1,5.5,11,1.5,0,0
"1244",1244,"T377","Fail",377,83,15,17,21.7562954370663,1,0,1,9.5,22,0.5,0,0
"1245",1245,"T208","FALSE",208,46,8,26,17.334724234333,0,0,0,0,0,0,0,0
"1246",1246,"T996","Pass",996,66,9,26,7.50174542849953,1,0,1,21,39,2,0,0
"1247",1247,"T207","FALSE",207,81,14,23,22.20377363716,0,0,0,0,0,0,0,0
"1248",1248,"T353","Pass",353,35,19,14,13.6779410523248,1,1,1,13,24,0,0,0
"1249",1249,"T298","FALSE",298,99,8,31,26.2021217262875,0,0,0,0,0,0,0,0
"1250",1250,"T935","Pass",935,97,10,8,2.81113110628258,1,1,1,6,12.5,0,0,0
"1251",1251,"T209","FALSE",209,54,3,20,10.0093067547763,0,0,0,0,0,0,0,0
"1252",1252,"T596","Pass",596,64,7,28,13.0508842955884,1,1,1,16,25,0,0,0
"1253",1253,"T960","Pass",960,38,15,17,16.8958645618218,1,1,1,10.5,29,0,0,0
"1254",1254,"T290","Pass",290,64,5,8,18.106996518088,1,1,1,6.5,13.5,0,0,0
"1255",1255,"T436","Pass",436,68,23,24,11.6275707936352,1,1,1,9,15.5,0,0,0
"1256",1256,"T467","Pass",467,59,2,10,2.66338341549272,1,1,1,12,23.5,0,0,0
"1257",1257,"T639","Fail",639,88,22,14,25.7823222540233,1,1,1,4,8,0,0,0
"1258",1258,"T1150","Pass",1150,28,7,19,6.74726778136729,1,1,1,8,15,0,0,0
"1259",1259,"T311","FALSE",311,29,14,29,11.3229395114663,0,0,0,0,0,0,0,0
"1260",1260,"T713","Fail",713,93,15,20,16.4025566678466,1,0,1,6,12,0.5,0,0
"1261",1261,"T596","Pass",596,27,15,31,12.4851322483094,1,1,1,9.5,19.5,0,0,0
"1262",1262,"T232","FALSE",232,58,23,10,20.6876239977914,0,0,0,0,0,0,0,0
"1263",1263,"T506","Pass",506,68,8,8,10.0136855273002,1,1,1,4,8,0,0,0
"1264",1264,"T719","Pass",719,77,6,26,15.0980152721095,1,1,1,10.5,21.5,0,0,0
"1265",1265,"T725","Pass",725,42,11,17,7.62356827460066,1,1,1,9,14.5,0,0,0
"1266",1266,"T1143","Pass",1143,41,12,30,22.8064011036921,1,1,1,5,12,0,0,0
"1267",1267,"T775","Pass",775,79,13,30,20.618385593906,1,1,1,11,22,0,0,0
"1268",1268,"T536","Pass",536,34,6,17,8.87612502937927,1,1,1,5.5,12,0,0,0
"1269",1269,"T362","Pass",362,88,15,18,21.6248206500416,1,0,1,11.5,28,7,0,0
"1270",1270,"T782","Pass",782,98,14,25,13.3853093490938,1,1,1,13.5,25.5,0,0,0
"1271",1271,"T1142","Pass",1142,77,18,22,0.659650382238673,1,1,1,5,10,0,0,0
"1272",1272,"T997","Pass",997,49,17,28,6.97427264735987,1,1,1,19,40.5,0,0,0
"1273",1273,"T298","Fail",298,43,10,8,16.1633987805068,1,1,1,4.5,11,0,0,0
"1274",1274,"T898","Fail",898,49,13,20,8.0535264734542,1,1,1,7,13,0,0,0
"1275",1275,"T653","Pass",653,45,6,20,2.28867169647897,1,1,1,9.5,15,0,0,0
"1276",1276,"T424","Pass",424,43,9,8,12.666721147306,1,1,1,8,15.5,0,0,0
"1277",1277,"T1154","Fail",1154,99,6,11,23.1005019917712,1,1,1,6,12.5,0,0,0
"1278",1278,"T206","FALSE",206,44,3,19,23.8114866625268,0,0,0,0,0,0,0,0
"1279",1279,"T789","Pass",789,32,14,28,3.46650628589815,1,1,1,24,76.5,0,0,0
"1280",1280,"T1073","Fail",1073,31,24,9,24.2698205336409,1,0,0,11.5,24.5,29,0.5,0
"1281",1281,"T1160","Pass",1160,65,10,16,23.730208230631,1,1,1,5,11,0,0,0
"1282",1282,"T458","Pass",458,84,7,14,18.0356136099997,1,0,1,6.5,15,3.5,0,0
"1283",1283,"T411","FALSE",411,40,25,18,24.0090443260216,0,0,0,0,0,0,0,0
"1284",1284,"T1008","Pass",1008,92,22,11,13.3921019243444,1,1,1,5,11,0,0,0
"1285",1285,"T478","Pass",478,84,16,18,9.83275102593726,1,1,1,6.5,12,0,0,0
"1286",1286,"T870","Pass",870,64,14,22,21.8927365755397,1,0,1,8.5,14.5,1.5,0,0
"1287",1287,"T411","Fail",411,26,9,11,24.3524178052046,1,1,1,18,50.5,0,0,0
"1288",1288,"T482","Pass",482,30,4,24,16.1897699285154,1,1,1,11,21.5,0,0,0
"1289",1289,"T378","Pass",378,72,6,14,9.13456396421348,1,0,0,10.5,21,5.5,0.5,0
"1290",1290,"T935","Fail",935,31,22,21,21.2803845251033,1,1,1,10.5,20.5,0,0,0
"1291",1291,"T698","Pass",698,93,16,22,6.56111882939353,1,1,1,9,18.5,0,0,0
"1292",1292,"T1089","Pass",1089,54,15,23,4.49320116947428,1,1,1,15,25.5,0,0,0
"1293",1293,"T233","FALSE",233,44,6,26,9.1617371835215,0,0,0,0,0,0,0,0
"1294",1294,"T580","Pass",580,81,14,20,15.1238969406832,1,1,1,9,17.5,0,0,0
"1295",1295,"T1082","Fail",1082,69,4,18,21.5639861209495,1,1,1,15,45,0,0,0
"1296",1296,"T566","Pass",566,27,19,16,11.5754408358666,1,1,1,5.5,11.5,0,0,0
"1297",1297,"T483","Pass",483,54,9,14,1.88150347131956,1,1,1,6,12,0,0,0
"1298",1298,"T309","FALSE",309,72,9,22,4.41239236883353,0,0,0,0,0,0,0,0
"1299",1299,"T729","Pass",729,98,24,19,12.8698041689263,1,1,1,6.5,14,0,0,0
"1300",1300,"T664","Pass",664,71,10,27,9.26685596317588,1,1,1,8.5,14.5,0,0,0
"1301",1301,"T797","Pass",797,89,2,23,15.668231561864,1,1,1,42.5,83,0,0,0
"1302",1302,"T376","Pass",376,84,3,21,6.59617029532348,1,1,1,32.5,51.5,0,0,0
"1303",1303,"T1034","Pass",1034,99,15,22,10.7711839600394,1,1,1,9,16.5,0,0,0
"1304",1304,"T563","Pass",563,96,18,12,6.13541395294294,1,1,1,5.5,12,0,0,0
"1305",1305,"T1087","Pass",1087,71,25,10,17.0224101579783,1,1,1,12.5,22.5,0,0,0
"1306",1306,"T384","Pass",384,50,13,20,13.5353072632537,1,1,1,13,33.5,0,0,0
"1307",1307,"T956","Pass",956,43,4,23,26.0364584588625,1,0,0,36,67,3.5,0.5,0
"1308",1308,"T266","FALSE",266,67,19,15,10.2610707041821,0,0,0,0,0,0,0,0
"1309",1309,"T553","Pass",553,96,14,24,20.8076643823346,1,1,1,9,15.5,0,0,0
"1310",1310,"T836","Pass",836,81,11,31,9.58781260457286,1,1,1,21.5,49.5,0,0,0
"1311",1311,"T744","Fail",744,76,16,25,26.2956025562738,1,1,1,5.5,13,0,0,0
"1312",1312,"T1186","Pass",1186,56,16,9,19.0299496982237,1,1,1,9,15.5,0,0,0
"1313",1313,"T475","Pass",475,58,21,21,17.3431741295096,1,1,1,5,11.5,0,0,0
"1314",1314,"T509","Pass",509,97,15,10,20.414072682325,1,0,0,6.5,12,4,0.5,0
"1315",1315,"T536","Pass",536,36,7,30,2.93077866715216,1,1,1,10,20,0,0,0
"1316",1316,"T1128","Fail",1128,41,10,23,5.09976744157379,1,1,1,15,57,0,0,0
"1317",1317,"T884","Pass",884,58,19,11,22.0812732197344,1,0,1,4,9,1.5,0,0
"1318",1318,"T624","Pass",624,85,19,25,17.2873625349114,1,1,1,6.5,12.5,0,0,0
"1319",1319,"T783","Pass",783,51,19,9,13.5712688456569,1,1,1,5,10,0,0,0
"1320",1320,"T427","Pass",427,30,8,8,5.72377509341668,1,1,1,11,31.5,0,0,0
"1321",1321,"T978","Fail",978,89,22,10,21.2590056231066,1,0,1,5.5,11.5,0.5,0,0
"1322",1322,"T1038","Pass",1038,97,8,32,7.2504915038934,1,1,1,32,65.5,0,0,0
"1323",1323,"T614","Pass",614,44,3,16,6.7628309445791,1,1,1,10.5,20.5,0,0,0
"1324",1324,"T1033","Pass",1033,65,22,11,6.91964871675335,1,1,1,6,11.5,0,0,0
"1325",1325,"T1067","Pass",1067,74,15,13,4.4937173455439,1,1,1,10.5,19,0,0,0
"1326",1326,"T625","Pass",625,53,13,22,14.7247883351457,1,1,1,6.5,12.5,0,0,0
"1327",1327,"T1143","Pass",1143,90,6,28,9.13427204110939,1,1,1,25.5,37,0,0,0
"1328",1328,"T1131","Fail",1131,82,22,31,26.3186429613067,1,0,1,4,9,1.5,0,0
"1329",1329,"T934","Pass",934,92,14,12,15.6579453614661,1,1,1,6.5,12.5,0,0,0
"1330",1330,"T517","Pass",517,100,17,30,6.72445004366664,1,1,1,8.5,14.5,0,0,0
"1331",1331,"T440","Pass",440,56,21,18,3.47804063263349,1,1,1,11,21.5,0,0,0
"1332",1332,"T760","Pass",760,28,19,16,15.8799397497491,1,0,1,15.5,33.5,2,0,0
"1333",1333,"T1040","Pass",1040,62,2,10,17.1643026480754,1,1,1,24.5,50,0,0,0
"1334",1334,"T387","FALSE",387,82,8,20,22.9857392240386,0,0,0,0,0,0,0,0
"1335",1335,"T429","Fail",429,99,22,28,25.8500559351323,1,1,1,6.5,13.5,0,0,0
"1336",1336,"T331","Fail",331,28,16,30,21.0823679904484,1,1,1,14,40,0,0,0
"1337",1337,"T815","Pass",815,97,15,20,0.00478528295084834,1,1,1,10,16.5,0,0,0
"1338",1338,"T397","FALSE",397,62,10,31,10.7965656852326,0,0,0,0,0,0,0,0
"1339",1339,"T973","Pass",973,68,24,24,18.2899761346804,1,1,1,12,23.5,0,0,0
"1340",1340,"T589","Pass",589,68,15,25,7.85060534684081,1,0,1,8.5,16.5,1,0,0
"1341",1341,"T707","Pass",707,55,25,15,13.9306283523804,1,1,1,10,14.5,0,0,0
"1342",1342,"T920","Pass",920,64,10,21,2.01581332125701,1,1,1,10,19,0,0,0
"1343",1343,"T1166","Fail",1166,26,14,29,16.6869193244698,1,1,1,6,11.5,0,0,0
"1344",1344,"T723","Pass",723,53,22,24,9.70212491672416,1,1,1,5,11,0,0,0
"1345",1345,"T944","Pass",944,35,22,26,1.0727731106875,1,1,1,6,12,0,0,0
"1346",1346,"T254","FALSE",254,88,11,23,21.8141816754574,0,0,0,0,0,0,0,0
"1347",1347,"T512","Pass",512,27,5,30,24.5998861075221,1,0,1,12,24.5,1,0,0
"1348",1348,"T1107","Pass",1107,85,11,18,20.4784879846959,1,1,1,8,16,0,0,0
"1349",1349,"T1115","Pass",1115,83,21,31,19.1725596966262,1,1,1,7.5,14.5,0,0,0
"1350",1350,"T500","Pass",500,26,21,27,3.54694578206376,1,0,1,6,12,0.5,0,0
"1351",1351,"T888","Pass",888,26,12,8,12.374901670831,1,0,1,4,8,0.5,0,0
"1352",1352,"T1001","Pass",1001,26,4,15,6.93324670039536,1,1,1,24.5,50.5,0,0,0
"1353",1353,"T1162","Fail",1162,96,9,13,21.7424253168022,1,1,1,10,18.5,0,0,0
"1354",1354,"T914","Pass",914,54,7,22,15.2009776645661,1,0,1,8.5,18,3,0,0
"1355",1355,"T224","Pass",224,32,21,8,1.55966879630135,1,0,1,7,35,183,0,0
"1356",1356,"T702","Pass",702,27,21,24,4.9749321328979,1,1,1,19,33.5,0,0,0
"1357",1357,"T433","Pass",433,99,12,13,16.3693198697222,1,1,1,6,11.5,0,0,0
"1358",1358,"T324","Pass",324,76,9,14,18.205830779132,1,1,1,10.5,24.5,0,0,0
"1359",1359,"T681","Pass",681,41,2,20,1.90437359661562,1,1,1,11.5,22,0,0,0
"1360",1360,"T1021","Pass",1021,81,17,10,6.4477061882792,1,1,1,4,9,0,0,0
"1361",1361,"T666","Pass",666,72,12,31,17.1305784003735,1,1,1,10,19.5,0,0,0
"1362",1362,"T288","FALSE",288,84,22,29,0.371448272003094,0,0,0,0,0,0,0,0
"1363",1363,"T783","Pass",783,75,10,31,3.78012260521459,1,1,1,26,72,0,0,0
"1364",1364,"T772","Pass",772,72,24,31,2.71246796406549,1,1,1,10.5,20.5,0,0,0
"1365",1365,"T272","FALSE",272,54,20,13,25.7158979296314,0,0,0,0,0,0,0,0
"1366",1366,"T853","Pass",853,76,23,28,2.5049117106013,1,1,1,9.5,19.5,0,0,0
"1367",1367,"T1021","Pass",1021,56,14,15,0.00522629260015674,1,1,1,8,13,0,0,0
"1368",1368,"T453","Pass",453,66,12,25,3.85096627459861,1,1,1,8,15,0,0,0
"1369",1369,"T431","Pass",431,60,19,12,10.340942636187,1,1,1,9.5,17.5,0,0,0
"1370",1370,"T467","Pass",467,94,12,10,8.25720293528936,1,1,1,4,8,0,0,0
"1371",1371,"T770","Pass",770,77,14,12,10.913062827264,1,1,1,10,19,0,0,0
"1372",1372,"T1138","Pass",1138,91,21,24,2.48516754096886,1,0,1,6.5,14.5,2,0,0
"1373",1373,"T547","Fail",547,57,22,25,25.7753212574606,1,1,1,7,12.5,0,0,0
"1374",1374,"T232","FALSE",232,45,12,15,17.146559868447,0,0,0,0,0,0,0,0
"1375",1375,"T426","Pass",426,100,11,18,2.30401093372353,1,1,1,9,14.5,0,0,0
"1376",1376,"T711","Fail",711,28,22,12,25.3910248296075,1,1,1,5,9.5,0,0,0
"1377",1377,"T226","FALSE",226,97,10,22,24.7369231294428,0,0,0,0,0,0,0,0
"1378",1378,"T326","Pass",326,53,5,13,19.2783878034586,1,0,1,10,19,1,0,0
"1379",1379,"T1070","Pass",1070,79,8,27,10.6759421454966,1,1,1,19,38.5,0,0,0
"1380",1380,"T243","FALSE",243,39,5,25,2.62697774472041,0,0,0,0,0,0,0,0
"1381",1381,"T573","Fail",573,49,22,19,26.4711198248921,1,1,1,6.5,12,0,0,0
"1382",1382,"T303","Fail",303,46,18,14,25.9219461162989,1,0,1,4.5,11,2,0,0
"1383",1383,"T732","Pass",732,50,9,16,24.7648805585394,1,0,1,10.5,20,3,0,0
"1384",1384,"T543","Fail",543,46,17,12,21.9151326335093,1,0,1,5,10,1,0,0
"1385",1385,"T1014","Pass",1014,88,13,32,6.17904665013985,1,1,1,13.5,26.5,0,0,0
"1386",1386,"T318","Pass",318,94,23,25,9.86160520776524,1,1,1,9,18.5,0,0,0
"1387",1387,"T1183","Pass",1183,40,19,20,13.0521774381257,1,0,1,7.5,18.5,1.5,0,0
"1388",1388,"T900","Pass",900,27,17,15,11.5633109141728,1,1,1,4,9,0,0,0
"1389",1389,"T313","Pass",313,33,24,18,9.16434603147884,1,0,1,10.5,25.5,95.5,0,0
"1390",1390,"T1086","Pass",1086,34,23,25,13.6128460623953,1,0,1,15,46.5,7.5,0,0
"1391",1391,"T1162","Pass",1162,40,6,8,19.6417038847136,1,1,1,5.5,12.5,0,0,0
"1392",1392,"T643","Pass",643,70,8,20,18.5975389195811,1,1,1,9.5,14.5,0,0,0
"1393",1393,"T749","Fail",749,91,23,10,19.1754651320407,1,0,1,5,11,1,0,0
"1394",1394,"T461","Pass",461,75,12,22,2.59009563742648,1,0,1,7,15.5,2,0,0
"1395",1395,"T458","Pass",458,79,11,16,8.60703296503704,1,1,1,6.5,12,0,0,0
"1396",1396,"T1025","Pass",1025,83,20,21,11.7338383183139,1,0,1,6.5,15.5,4,0,0
"1397",1397,"T452","Pass",452,50,16,22,0.975591375651071,1,1,1,11.5,21.5,0,0,0
"1398",1398,"T1016","Pass",1016,50,18,22,21.2619580598993,1,1,1,9,17,0,0,0
"1399",1399,"T934","Pass",934,55,19,26,15.8178213019397,1,1,1,6.5,13,0,0,0
"1400",1400,"T445","Fail",445,60,5,8,23.6061291332855,1,1,1,9.5,14,0,0,0
"1401",1401,"T627","Pass",627,83,2,30,11.7441039363283,1,1,1,33,54.5,0,0,0
"1402",1402,"T831","Pass",831,84,10,12,2.41036168255424,1,1,1,10.5,19.5,0,0,0
"1403",1403,"T259","FALSE",259,50,22,10,10.4335673661171,0,0,0,0,0,0,0,0
"1404",1404,"T1148","Pass",1148,94,10,30,2.37237934321002,1,1,1,9,14,0,0,0
"1405",1405,"T391","Fail",391,97,16,12,23.5527803232912,1,0,1,7,18.5,7.5,0,0
"1406",1406,"T421","Fail",421,94,21,18,23.5398884955607,1,1,1,6.5,12,0,0,0
"1407",1407,"T706","Pass",706,97,17,14,22.4296292460365,1,1,1,6.5,12,0,0,0
"1408",1408,"T505","Pass",505,64,13,27,24.2917583929563,1,0,1,7.5,13.5,2.5,0,0
"1409",1409,"T1070","Pass",1070,55,19,31,25.5790664477358,1,0,0,20.5,41.5,17,8,0
"1410",1410,"T462","Pass",462,94,5,17,10.3323511075585,1,0,1,7,14.5,1,0,0
"1411",1411,"T864","Pass",864,99,6,30,5.54295148766553,1,1,1,23,36.5,0,0,0
"1412",1412,"T779","Pass",779,62,17,31,25.1737945289006,1,1,1,8.5,17.5,0,0,0
"1413",1413,"T267","FALSE",267,82,6,10,19.6445091105739,0,0,0,0,0,0,0,0
"1414",1414,"T1115","Pass",1115,34,7,15,2.48165226606629,1,1,1,14,26.5,0,0,0
"1415",1415,"T1035","Pass",1035,42,23,15,12.9449964899721,1,1,1,5,10.5,0,0,0
"1416",1416,"T1118","Pass",1118,50,14,26,4.02309285466629,1,1,1,10.5,28,0,0,0
"1417",1417,"T558","Pass",558,69,16,30,5.55840841344884,1,0,1,6,14,1.5,0,0
"1418",1418,"T849","Pass",849,100,24,25,7.96326533041755,1,1,1,10,19,0,0,0
"1419",1419,"T1120","Pass",1120,53,5,13,24.289232769151,1,1,1,8.5,15.5,0,0,0
"1420",1420,"T679","Fail",679,39,25,20,17.37378717349,1,1,1,9,21.5,0,0,0
"1421",1421,"T1029","Pass",1029,97,18,32,25.4425185720818,1,0,1,11,21.5,0.5,0,0
"1422",1422,"T958","Fail",958,67,20,10,23.5826896422531,1,0,1,5,10,1,0,0
"1423",1423,"T1096","Pass",1096,66,3,21,18.5140945805181,1,1,1,24.5,51.5,0,0,0
"1424",1424,"T450","Pass",450,48,15,16,9.35169490062585,1,1,1,11,23,0,0,0
"1425",1425,"T743","Fail",743,68,6,12,22.9966902551667,1,0,1,10,19,3.5,0,0
"1426",1426,"T258","FALSE",258,49,21,31,9.94637131714122,0,0,0,0,0,0,0,0
"1427",1427,"T399","Pass",399,88,9,15,2.99430912446557,1,1,1,12.5,24,0,0,0
"1428",1428,"T1081","Pass",1081,92,20,23,16.3634047357941,1,1,1,14,24,0,0,0
"1429",1429,"T1171","Pass",1171,56,15,20,16.8256856491307,1,1,1,5,10,0,0,0
"1430",1430,"T483","Pass",483,33,25,27,17.0802802500571,1,0,1,6,12,0.5,0,0
"1431",1431,"T300","Pass",300,100,23,9,7.44022357366211,1,1,1,6,12,0,0,0
"1432",1432,"T220","FALSE",220,73,6,8,24.2808144570743,0,0,0,0,0,0,0,0
"1433",1433,"T1106","Pass",1106,99,13,17,4.34849253300764,1,1,1,9,18,0,0,0
"1434",1434,"T916","Pass",916,84,2,18,12.1617673631569,1,0,1,28,52,1.5,0,0
"1435",1435,"T764","Pass",764,72,25,12,0.78898049847642,1,1,1,6,11.5,0,0,0
"1436",1436,"T748","Pass",748,96,24,22,0.697829833689611,1,1,1,7,14,0,0,0
"1437",1437,"T1148","Pass",1148,90,2,25,8.74594916597498,1,1,1,37,95,0,0,0
"1438",1438,"T1196","Pass",1196,39,9,16,19.646765509893,1,1,1,7,15,0,0,0
"1439",1439,"T980","Pass",980,50,20,27,6.23333357506548,1,1,1,14,30,0,0,0
"1440",1440,"T701","Pass",701,71,23,12,12.3975911326518,1,1,1,5,11.5,0,0,0
"1441",1441,"T941","Pass",941,30,24,24,4.73448426811746,1,1,1,9.5,21.5,0,0,0
"1442",1442,"T1081","Pass",1081,43,21,21,19.2104658947249,1,1,1,14.5,30.5,0,0,0
"1443",1443,"T1033","Pass",1033,83,4,14,11.9370311003067,1,1,1,14.5,35,0,0,0
"1444",1444,"T999","Fail",999,92,25,9,20.1548093724395,1,1,1,6.5,13.5,0,0,0
"1445",1445,"T487","Pass",487,49,24,12,14.6758626151995,1,1,1,4,8,0,0,0
"1446",1446,"T588","Pass",588,35,6,9,3.46405079397326,1,1,1,7,14.5,0,0,0
"1447",1447,"T997","Pass",997,66,15,29,19.4846944545174,1,1,1,11,21.5,0,0,0
"1448",1448,"T587","Fail",587,97,8,29,17.7488836461061,1,1,1,9.5,18.5,0,0,0
"1449",1449,"T926","Fail",926,77,8,12,19.1867942102212,1,1,1,11,33.5,0,0,0
"1450",1450,"T674","Pass",674,86,17,31,12.772237667948,1,1,1,10.5,18,0,0,0
"1451",1451,"T856","Fail",856,54,13,15,24.1833363258438,1,1,1,7,16,0,0,0
"1452",1452,"T817","Pass",817,96,9,14,6.31858931812085,1,1,1,15,25.5,0,0,0
"1453",1453,"T1148","Pass",1148,38,14,16,7.53108755965717,1,1,1,10,14,0,0,0
"1454",1454,"T1144","Pass",1144,81,9,32,26.0729115011997,1,1,1,11,20.5,0,0,0
"1455",1455,"T932","Pass",932,88,2,25,9.87123374054651,1,1,1,47,107,0,0,0
"1456",1456,"T744","Pass",744,96,25,27,22.4548003781554,1,0,1,8.5,15.5,0.5,0,0
"1457",1457,"T598","Pass",598,96,11,16,3.35533626081608,1,1,1,5.5,12,0,0,0
"1458",1458,"T999","Pass",999,59,11,13,15.4231382358526,1,1,1,10.5,20,0,0,0
"1459",1459,"T372","Pass",372,83,14,15,12.8102393125314,1,1,1,11.5,25.5,0,0,0
"1460",1460,"T912","Fail",912,90,24,9,12.7290369293343,1,1,1,6,12,0,0,0
"1461",1461,"T770","Pass",770,28,5,23,11.8485560219791,1,0,1,25.5,50,3.5,0,0
"1462",1462,"T1088","Pass",1088,56,2,27,11.8501204990672,1,1,1,50,122,0,0,0
"1463",1463,"T682","Pass",682,84,16,8,14.0260645211386,1,1,1,4,8,0,0,0
"1464",1464,"T1171","Fail",1171,44,11,10,26.4085210906188,1,1,1,4,8,0,0,0
"1465",1465,"T1082","Pass",1082,55,23,29,8.4284084166768,1,1,1,14,26,0,0,0
"1466",1466,"T523","Fail",523,56,8,21,18.5426214123697,1,1,1,8,16.5,0,0,0
"1467",1467,"T277","FALSE",277,89,4,26,23.781589609086,0,0,0,0,0,0,0,0
"1468",1468,"T430","Pass",430,71,22,24,2.52174904427933,1,1,1,9,18,0,0,0
"1469",1469,"T1173","Pass",1173,66,4,9,2.37399101293948,1,1,1,8,15,0,0,0
