"","SimNumber","Targets","Span","Samples","Phases","Errors","OffsetVaria"
"1857",1857,12106,165,15,1,15,12.095081520333
"1858",1858,12185,166,37,1,25,23.3295859746465
"1859",1859,5134,82,22,1,12,4.02213747669267
"1860",1860,1787,109,13,1,16,8.75370614558621
"1861",1861,846,54,11,1,16,5.54993306176318
"1862",1862,5276,27,12,1,16,5.11239089624747
"1863",1863,5406,47,29,1,19,24.0578758272692
"1864",1864,7563,161,14,1,27,25.0362713036977
"1865",1865,1401,178,15,1,20,15.3365322983114
"1866",1866,11117,149,13,1,14,22.4649234125719
"1867",1867,2523,118,31,1,29,21.812239175996
"1868",1868,5692,27,18,1,18,1.52988664265908
"1869",1869,888,190,18,1,25,2.72326249257382
"1870",1870,1959,121,30,1,13,19.6156004804443
"1871",1871,4866,126,37,1,27,7.67177151339944
"1872",1872,8664,173,6,1,29,1.12001397498301
"1873",1873,4149,78,36,1,20,15.7868002196101
"1874",1874,5890,134,36,1,31,10.3327293335344
"1875",1875,649,81,37,1,19,0.183870325123193
"1876",1876,5851,183,22,1,14,0.0274783294133376
"1877",1877,10246,70,5,1,20,6.26690740971966
"1878",1878,5988,133,7,1,18,16.3539300526276
"1879",1879,330,108,23,1,29,23.8370245880207
"1880",1880,5064,192,13,1,12,13.0649081359019
"1881",1881,3461,162,36,1,8,24.0173812278614
"1882",1882,2954,156,28,1,32,6.48002293658582
"1883",1883,2664,121,12,1,23,1.14472890745616
"1884",1884,2069,109,15,1,16,19.9566729219556
"1885",1885,8559,132,21,1,15,19.1033043320177
"1886",1886,1621,119,16,1,15,23.9109939971261
"1887",1887,3156,161,32,1,28,12.3246579071186
"1888",1888,9596,155,34,1,26,13.3608800959082
"1889",1889,3054,89,26,1,11,13.3743699418297
"1890",1890,8214,147,17,1,10,16.2842374851236
"1891",1891,1329,193,17,1,27,21.8649208045742
"1892",1892,7058,31,37,1,11,4.58971045410307
"1893",1893,9518,99,9,1,16,17.1852905403136
"1894",1894,4812,73,6,1,19,11.0924135648089
"1895",1895,2965,188,33,1,10,23.7997904331242
"1896",1896,3319,167,15,1,12,3.30255089973984
"1897",1897,7845,82,15,1,14,17.7219934037223
"1898",1898,1407,72,12,1,14,24.5005421856954
"1899",1899,4712,103,34,1,18,13.8902716537081
"1900",1900,10196,150,14,1,28,12.3638878807086
"1901",1901,627,48,20,1,24,24.3653160680148
"1902",1902,7363,173,19,1,10,10.0583586713867
"1903",1903,5867,140,15,1,11,13.5669234331292
"1904",1904,4070,124,40,1,28,13.1938244203678
"1905",1905,3406,198,21,1,25,10.9492002853937
"1906",1906,8373,133,8,1,14,3.14947618454741
"1907",1907,6184,128,20,1,15,9.78589081851067
"1908",1908,7952,177,5,1,24,22.6667218367991
"1909",1909,11263,46,28,1,18,23.8825469528595
"1910",1910,11987,169,5,1,9,15.3456586295729
"1911",1911,5125,96,31,1,20,12.3086721757276
"1912",1912,7433,112,13,1,16,19.7658619367238
"1913",1913,10168,86,14,1,14,21.1589753010015
"1914",1914,9015,52,15,1,30,12.1224603166848
"1915",1915,6905,93,6,1,13,13.0189228155091
"1916",1916,1375,107,24,1,21,3.40106889790064
"1917",1917,10837,79,38,1,14,14.8881673158496
"1918",1918,9955,87,10,1,8,19.9773111049375
"1919",1919,11159,117,36,1,32,17.6806161742078
"1920",1920,576,117,33,1,25,22.6250738156743
"1921",1921,1917,118,35,1,9,1.08737068494107
"1922",1922,5043,84,26,1,19,23.7194253568356
"1923",1923,7130,103,30,1,13,10.2614845606331
"1924",1924,2575,48,28,1,31,13.6646741945641
"1925",1925,9410,97,6,1,29,20.0723770931119
"1926",1926,2753,47,11,1,10,0.888925227234373
"1927",1927,10803,117,28,1,12,0.471192316352157
"1928",1928,4353,67,37,1,30,18.6606173233404
"1929",1929,4803,62,24,1,11,9.58688508315245
"1930",1930,3390,131,33,1,12,11.5227770317807
"1931",1931,6898,196,12,1,14,0.166529981684405
"1932",1932,5730,68,16,1,32,0.946392586974194
"1933",1933,5933,159,21,1,16,23.0324647760335
"1934",1934,2105,168,16,1,17,24.8575221134576
"1935",1935,5543,71,35,1,23,21.7314681035553
"1936",1936,949,105,11,1,23,20.416713428041
"1937",1937,3828,146,15,1,30,3.24635497108428
"1938",1938,7448,93,8,1,11,2.34965681137261
"1939",1939,8280,42,37,1,24,7.51402618895588
"1940",1940,8646,186,30,1,19,11.6751266128207
"1941",1941,1871,91,29,1,11,11.6698172401565
"1942",1942,3860,104,19,1,29,7.27821118054749
"1943",1943,3138,58,17,1,27,20.759494225892
"1944",1944,9948,176,10,1,17,5.03075174203934
"1945",1945,6845,114,35,1,30,5.2392598258541
"1946",1946,4968,145,37,1,20,21.0678549360004
"1947",1947,7663,117,26,1,16,8.8450110486839
"1948",1948,5594,147,35,1,14,26.2540472669308
"1949",1949,952,188,31,1,16,23.9823686500499
"1950",1950,3658,142,8,1,27,22.302657416852
"1951",1951,10653,109,17,1,31,15.4112133914505
"1952",1952,10107,158,31,1,14,23.3230065714379
"1953",1953,4413,198,40,1,20,8.13286207889044
"1954",1954,8682,34,18,1,24,15.7093401838702
"1955",1955,10535,38,11,1,12,19.8882147606907
"1956",1956,10135,92,25,1,20,24.1585574929672
"1957",1957,1274,113,32,1,32,16.0960368162566
"1958",1958,9474,44,21,1,9,14.3026256029862
"1959",1959,3214,163,21,1,19,24.9134173332434
"1960",1960,5148,132,19,1,29,10.8147088958723
"1961",1961,2810,132,13,1,26,20.4001416601702
"1962",1962,7292,146,9,1,10,24.5753729391692
"1963",1963,9145,115,40,1,10,1.66983127175667
"1964",1964,321,144,26,1,25,5.1257229130466
"1965",1965,7554,56,15,1,17,25.7112887713814
"1966",1966,3946,68,21,1,28,3.72301709685661
"1967",1967,2273,163,35,1,11,22.1224322796857
"1968",1968,9688,99,7,1,23,12.5140985226864
"1969",1969,1237,136,25,1,13,9.17942015947983
"1970",1970,2934,82,10,1,13,14.0737867145906
"1971",1971,9760,51,14,1,18,4.24406996975048
"1972",1972,563,115,35,1,20,26.2804945500151
"1973",1973,8300,119,27,1,26,14.4843230777576
"1974",1974,11493,82,16,1,12,24.8185972046014
"1975",1975,777,170,12,1,19,5.63446673704637
"1976",1976,8012,157,27,1,22,1.78516715645138
"1977",1977,1471,92,21,1,11,8.80012660199846
"1978",1978,341,190,5,1,22,12.4188631123744
"1979",1979,5183,166,17,1,23,21.3540371283849
"1980",1980,574,175,31,1,30,10.4926321619058
"1981",1981,4030,59,16,1,32,25.6012698049908
"1982",1982,6312,69,23,1,8,12.9511866109604
"1983",1983,6142,174,28,1,9,21.3479163680547
"1984",1984,6266,109,34,1,13,8.80646168194967
"1985",1985,1600,75,24,1,27,22.4978861367635
"1986",1986,6913,174,8,1,24,12.9049410122612
"1987",1987,4667,86,39,1,21,3.35627659069817
"1988",1988,8404,127,29,1,19,25.7783541913629
"1989",1989,8237,119,12,1,8,2.53350192459486
"1990",1990,10174,66,9,1,32,10.198738374806
"1991",1991,7647,147,10,1,23,5.14743013367499
"1992",1992,2973,179,13,1,32,25.8234050801825
"1993",1993,6868,44,39,1,29,16.5114289622586
"1994",1994,783,65,36,1,31,4.72813315291004
"1995",1995,10014,44,30,1,13,14.6941530429414
"1996",1996,8037,171,36,1,32,25.5158049619477
"1997",1997,2179,107,7,1,8,1.03196520989062
"1998",1998,3944,194,34,1,29,0.455334601710318
"1999",1999,6069,90,38,1,32,12.3179956005865
"2000",2000,9104,184,29,1,30,7.83521996581741
"2001",2001,6254,148,13,1,15,22.1377003978852
"2002",2002,6733,148,16,1,17,14.1356607404263
"2003",2003,2875,168,31,1,16,1.3099554347191
"2004",2004,2786,89,9,1,12,25.1704773039112
"2005",2005,4785,81,10,1,9,19.4883646464066
"2006",2006,5397,71,11,1,21,15.213882615417
"2007",2007,6622,72,12,1,23,21.4051660394741
"2008",2008,11831,57,23,1,29,2.10862748808856
"2009",2009,11201,27,13,1,11,10.7801600510071
"2010",2010,2419,84,23,1,10,14.1506328202789
"2011",2011,3209,94,5,1,28,23.3505293025693
"2012",2012,4350,79,15,1,20,13.4069053347725
"2013",2013,748,76,18,1,27,10.0345410099064
"2014",2014,8967,161,33,1,25,4.5012845550857
"2015",2015,9286,198,32,1,32,7.63289936849521
"2016",2016,9571,114,30,1,27,14.135780162673
"2017",2017,10821,140,23,1,8,15.7633731668526
"2018",2018,9175,27,18,1,19,12.590352915698
"2019",2019,7485,142,19,1,31,15.4305605974875
"2020",2020,9779,178,11,1,31,8.22127903172793
"2021",2021,11085,53,31,1,25,16.3489720057019
"2022",2022,8263,126,8,1,32,21.9673450256982
"2023",2023,6032,77,6,1,24,18.0185531215768
"2024",2024,8641,110,25,1,13,5.25001745908265
"2025",2025,2679,124,27,1,11,19.2007611775098
"2026",2026,11118,79,23,1,28,3.48248832776118
"2027",2027,2057,191,40,1,11,2.70859123881673
"2028",2028,6703,68,16,1,16,14.96930980283
"2029",2029,7938,163,9,1,10,5.25108641035226
"2030",2030,11829,85,14,1,12,3.213761378614
"2031",2031,1551,147,13,1,21,23.4314539346453
"2032",2032,760,185,29,1,29,11.7751099026988
"2033",2033,11409,141,35,1,9,7.34120894529228
"2034",2034,3640,158,28,1,19,20.3924212179915
"2035",2035,2714,36,28,1,26,4.52115614299872
"2036",2036,802,93,10,1,28,19.6965675297524
"2037",2037,9703,31,12,1,23,1.68238363206433
"2038",2038,7443,167,13,1,25,8.77589407839323
"2039",2039,1621,187,31,1,11,1.2952265984125
"2040",2040,1250,187,18,1,25,18.9098295137561
"2041",2041,7056,70,29,1,29,11.7634788940323
"2042",2042,3880,188,32,1,27,2.64832773513161
"2043",2043,2179,157,21,1,22,25.5420714458216
"2044",2044,8980,69,33,1,15,4.00628187828511
"2045",2045,8305,107,25,1,24,4.16752537500323
"2046",2046,8065,111,32,1,21,20.1699007326339
"2047",2047,772,181,26,1,14,2.74155879394547
"2048",2048,11357,26,21,1,13,17.2706565126446
"2049",2049,4797,45,6,1,24,14.0952739270616
"2050",2050,3929,97,35,1,29,19.6301436989428
"2051",2051,7086,50,24,1,29,15.3215761303194
"2052",2052,10785,60,31,1,32,24.7147719500107
"2053",2053,1562,188,7,1,14,16.9174529525023
"2054",2054,605,174,25,1,22,15.0550444935071
"2055",2055,5221,98,12,1,20,1.83212386539485
"2056",2056,10106,56,17,1,28,18.6574459457621
"2057",2057,7583,57,38,1,27,15.8531374884171
"2058",2058,3720,96,37,1,22,5.45283123770729
"2059",2059,11652,51,20,1,28,6.48856619903143
"2060",2060,706,126,24,1,23,21.4497865676833
"2061",2061,1834,111,6,1,28,0.768191408864455
"2062",2062,11254,149,39,1,22,21.1205541237702
"2063",2063,2000,123,33,1,23,14.1167348192544
"2064",2064,4225,130,17,1,20,9.19592147464165
"2065",2065,9388,192,34,1,23,22.5804035590445
"2066",2066,2976,153,32,1,12,4.06116339100455
"2067",2067,12200,62,10,1,22,18.6243603195683
"2068",2068,2112,158,19,1,9,8.53801569837867
"2069",2069,1216,162,7,1,20,17.2695077244318
"2070",2070,4593,162,37,1,10,12.5569659328077
"2071",2071,11494,191,12,1,14,4.80341241848469
"2072",2072,5773,43,21,1,28,21.3703202122857
"2073",2073,10653,108,39,1,14,26.0743633613077
"2074",2074,11324,160,17,1,14,22.4007380578727
"2075",2075,606,100,26,1,32,14.5843002780636
"2076",2076,1157,116,29,1,10,15.8211860403989
"2077",2077,9949,25,29,1,29,6.56055004978622
"2078",2078,4882,180,17,1,20,11.9217899625518
"2079",2079,7102,94,12,1,24,25.9149643756172
"2080",2080,11167,155,5,1,12,12.7541688833551
"2081",2081,6550,195,7,1,31,8.14803222099575
"2082",2082,10932,74,27,1,29,14.9510880385612
"2083",2083,11041,117,28,1,24,5.8240511639982
"2084",2084,7041,179,10,1,18,24.1927576897782
"2085",2085,11344,116,38,1,28,5.92415506689041
"2086",2086,6123,181,33,1,29,4.85353717949544
"2087",2087,5463,157,20,1,32,21.0874398389519
"2088",2088,6912,177,21,1,32,12.1385602815382
"2089",2089,9847,89,6,1,18,6.11811149811838
"2090",2090,3965,80,16,1,31,22.1597524783234
"2091",2091,1307,40,13,1,31,1.48986023694789
"2092",2092,10309,88,21,1,18,14.7482551891489
"2093",2093,7397,82,16,1,17,24.6432172135708
"2094",2094,7044,34,12,1,28,6.37699409560696
"2095",2095,5211,103,29,1,24,1.57545812511025
"2096",2096,5308,137,34,1,16,17.6277793571728
"2097",2097,3184,113,18,1,11,24.3647775820235
"2098",2098,11472,63,26,1,11,21.3440114592544
"2099",2099,6076,94,20,1,30,0.654481125260703
"2100",2100,11423,121,25,1,21,20.0239064499116
"2101",2101,6715,155,24,1,13,8.75454596359492
"2102",2102,5461,153,16,1,8,9.06395495004277
"2103",2103,7788,30,23,1,11,24.7103624273071
"2104",2104,3083,45,36,1,17,18.1889561491385
"2105",2105,3306,106,5,1,25,1.37001960517699
"2106",2106,3725,25,22,1,28,13.6113102192525
"2107",2107,10995,49,36,1,20,2.58743309388054
"2108",2108,9411,57,10,1,14,8.65559468651819
"2109",2109,4436,193,37,1,32,10.1701934223128
"2110",2110,5295,34,11,1,17,2.15498562973062
"2111",2111,1163,118,10,1,26,5.98238879958703
"2112",2112,9319,198,15,1,8,14.3576374646313
"2113",2113,1660,152,16,1,32,4.97960269896057
"2114",2114,10867,57,18,1,16,17.0924166561889
"2115",2115,9389,54,28,1,12,3.19551754504489
"2116",2116,8675,51,5,1,11,26.4637874988455
"2117",2117,4964,47,11,1,10,23.2918057387604
"2118",2118,11429,98,9,1,27,23.045316080654
"2119",2119,2631,172,8,1,18,4.99357947619818
"2120",2120,8840,199,26,1,22,18.6351246531771
"2121",2121,12251,122,12,1,28,21.131525120304
"2122",2122,7379,106,5,1,22,0.210687301378697
"2123",2123,7747,136,30,1,18,11.9352494223106
"2124",2124,4742,164,20,1,17,17.4593070262847
"2125",2125,3183,132,34,1,27,2.98396000465914
"2126",2126,10445,147,25,1,16,21.9796770755292
"2127",2127,10563,144,13,1,24,19.2924065783834
"2128",2128,5584,37,6,1,12,19.1172227863322
"2129",2129,3698,156,7,1,14,6.0279786371314
"2130",2130,2131,29,35,1,27,18.2921966875822
"2131",2131,382,53,32,1,15,1.12311292552296
"2132",2132,8044,125,18,1,22,22.657442624578
"2133",2133,6705,77,20,1,25,12.4012333507619
"2134",2134,4994,133,27,1,30,6.92598499364173
"2135",2135,10530,36,39,1,20,5.47614720975957
"2136",2136,2663,133,29,1,28,13.2733695268275
"2137",2137,4704,176,12,1,28,10.5547613821498
"2138",2138,1127,125,21,1,29,8.11635885726684
"2139",2139,4317,65,9,1,11,15.7652267289464
"2140",2140,8447,89,9,1,25,11.8008150230399
"2141",2141,4079,166,38,1,12,10.6398334508776
"2142",2142,1395,140,18,1,19,14.8517257739808
"2143",2143,6611,160,11,1,14,8.47256248489744
"2144",2144,3157,131,31,1,12,6.86122053112485
"2145",2145,5179,131,28,1,21,23.7325682452223
"2146",2146,4548,139,34,1,32,7.50758286022814
"2147",2147,10811,173,38,1,16,21.4722880856893
"2148",2148,4570,58,35,1,24,13.7233921068553
"2149",2149,5909,160,32,1,28,0.694035370107274
"2150",2150,7055,189,38,1,28,23.9212510576567
"2151",2151,7207,198,12,1,15,25.9363001200082
"2152",2152,10594,142,28,1,15,17.761174759452
"2153",2153,12182,140,13,1,26,6.08938176073739
"2154",2154,6052,68,28,1,32,12.2329583355833
"2155",2155,1515,165,35,1,20,25.5512804768039
"2156",2156,9371,175,17,1,20,2.1962859529471
"2157",2157,11218,98,30,1,9,14.0252119193473
"2158",2158,9880,123,29,1,19,1.02014237044845
"2159",2159,283,43,16,1,22,18.3216507755537
"2160",2160,9689,169,6,1,30,16.3030045036315
"2161",2161,5907,186,12,1,24,0.470004559813766
"2162",2162,7419,132,7,1,28,5.30719288337883
"2163",2163,1642,29,34,1,17,25.7503525126097
"2164",2164,9484,81,25,1,27,13.0860402775784
"2165",2165,3599,84,39,1,26,16.8927532532141
"2166",2166,1096,61,13,1,10,5.93300483779819
"2167",2167,8481,193,8,1,27,0.287903143426636
"2168",2168,7343,55,7,1,15,8.83277467361931
"2169",2169,2618,156,16,1,27,25.9305326103875
"2170",2170,4801,157,20,1,25,7.16330861178739
"2171",2171,9636,79,16,1,8,24.4921947211935
"2172",2172,7269,151,15,1,14,7.26335627714195
"2173",2173,9961,156,34,1,24,7.5765386203574
"2174",2174,5340,146,14,1,16,6.11325258720526
"2175",2175,1464,172,21,1,16,18.5699926569117
"2176",2176,6360,105,26,1,22,23.5107774288049
"2177",2177,8038,186,32,1,13,24.3251022490899
"2178",2178,8572,125,29,1,13,10.9918688373608
"2179",2179,6247,141,10,1,32,10.4737498795823
"2180",2180,9702,76,10,1,30,18.2911653843054
"2181",2181,2292,49,14,1,8,21.4272422684282
"2182",2182,6811,98,37,1,14,1.55908187137335
"2183",2183,10770,154,23,1,14,24.3337949929466
"2184",2184,6309,70,10,1,22,9.25927157079894
"2185",2185,3838,166,26,1,26,3.6783580939041
"2186",2186,10723,106,39,1,9,3.644087894778
"2187",2187,1351,199,29,1,27,10.4430192827983
"2188",2188,5110,126,17,1,29,26.3699362106354
"2189",2189,5160,86,40,1,31,15.0136190903564
"2190",2190,2979,140,10,1,16,20.4588554510488
"2191",2191,11995,60,39,1,9,9.65507878300058
"2192",2192,1490,55,38,1,26,7.54941835626448
"2193",2193,3394,120,17,1,9,9.93018392651621
"2194",2194,1084,179,35,1,26,25.2946508729162
"2195",2195,11889,100,27,1,19,6.25087309131725
"2196",2196,11712,28,25,1,26,7.30920475800126
"2197",2197,2879,84,14,1,20,15.5965247527058
"2198",2198,11176,166,15,1,30,26.1156269064702
"2199",2199,934,169,12,1,18,20.5295225536909
"2200",2200,6874,178,12,1,27,22.165765273687
"2201",2201,8952,154,7,1,12,16.9805515869677
"2202",2202,10689,172,13,1,12,0.407709341659676
"2203",2203,2147,40,31,1,18,7.53131948165828
"2204",2204,8341,115,16,1,17,11.9490848869248
"2205",2205,390,187,8,1,28,2.38567539636604
"2206",2206,3447,122,20,1,12,24.0635214343918
"2207",2207,3258,116,6,1,11,3.26893799187383
"2208",2208,10971,26,18,1,27,4.1651172361339
"2209",2209,6592,84,31,1,24,6.99188226464321
"2210",2210,11015,127,40,1,10,24.4959839034448
"2211",2211,8236,123,21,1,8,4.06244444077462
"2212",2212,9701,136,18,1,14,24.2080698231827
"2213",2213,8998,44,37,1,32,19.7601306251979
"2214",2214,9112,130,21,1,32,14.1528439642673
"2215",2215,2917,191,36,1,12,22.4746522289447
"2216",2216,10098,81,10,1,20,19.010432348185
"2217",2217,4758,43,6,1,21,20.6681358308084
"2218",2218,11195,80,21,1,27,16.8094555698032
"2219",2219,4914,147,16,1,21,7.79939426046214
"2220",2220,4040,141,35,1,26,12.8640158979986
"2221",2221,12094,86,12,1,24,20.160338450942
"2222",2222,7279,152,21,1,31,10.5884276462665
"2223",2223,3898,69,40,1,22,8.15884250095044
"2224",2224,7462,147,33,1,13,12.4628395403116
"2225",2225,5088,84,20,1,18,2.85159987899451
"2226",2226,9239,161,10,1,14,14.8790223395152
"2227",2227,5454,105,27,1,26,19.4356009906137
"2228",2228,7740,157,29,1,15,5.69466300247749
"2229",2229,9104,134,34,1,22,23.7145402428701
"2230",2230,7910,84,11,1,23,3.19287212880608
"2231",2231,4006,157,39,1,31,20.5163459783096
"2232",2232,9758,59,38,1,21,11.7121252980931
"2233",2233,5063,198,12,1,32,9.01456863139826
"2234",2234,4414,68,34,1,18,11.4041768094441
"2235",2235,10073,143,30,1,17,21.5484006416462
"2236",2236,10224,102,40,1,29,5.86475771383173
"2237",2237,6732,76,29,1,10,12.2162888939376
"2238",2238,6110,112,30,1,15,14.938482260305
"2239",2239,5829,50,31,1,8,26.0901176642799
"2240",2240,11454,193,27,1,14,1.00563127182052
"2241",2241,5789,35,27,1,22,5.72023204216803
"2242",2242,1563,156,5,1,27,14.8753281225057
"2243",2243,8166,76,21,1,19,17.0002786539721
"2244",2244,8401,185,15,1,22,20.2994210199767
"2245",2245,10379,124,5,1,8,19.7770346418498
"2246",2246,3222,113,5,1,14,19.1249694994309
"2247",2247,3740,192,34,1,19,7.8380278446828
"2248",2248,11625,49,38,1,16,10.5279209175447
"2249",2249,4519,36,16,1,19,10.9492354654749
"2250",2250,8084,153,18,1,30,23.8052099486871
"2251",2251,5691,164,33,1,31,4.9500243454657
"2252",2252,11529,81,10,1,8,3.04141166848061
"2253",2253,3353,76,16,1,32,4.36772372251609
"2254",2254,10937,141,30,1,20,6.52579960738472
"2255",2255,7542,193,20,1,12,13.0975838172848
"2256",2256,11760,130,24,1,19,5.45739436323452
"2257",2257,5954,29,31,1,19,3.47626418044046
"2258",2258,4395,66,38,1,26,2.8140305138228
"2259",2259,10673,63,9,1,28,8.31793425014475
"2260",2260,9634,139,12,1,24,23.3848101507344
"2261",2261,12273,47,28,1,15,1.04988373568025
"2262",2262,6711,114,13,1,30,1.17016932575917
"2263",2263,2664,26,26,1,24,10.3912958702922
"2264",2264,4875,50,25,1,17,24.6916567364046
"2265",2265,10556,165,15,1,14,10.941930366664
"2266",2266,6903,116,24,1,31,19.1853354769791
"2267",2267,5914,173,39,1,31,7.9466851407981
"2268",2268,9070,83,11,1,24,19.7337557876613
"2269",2269,903,146,35,1,20,17.8972764305025
"2270",2270,8876,186,37,1,17,13.4017005398662
"2271",2271,4849,91,31,1,31,11.1504832307363
"2272",2272,7537,114,17,1,15,11.0593781297691
"2273",2273,8385,69,38,1,29,2.05240961969807
"2274",2274,5646,85,8,1,19,0.583685968850739
"2275",2275,3434,79,21,1,31,4.81810231731459
"2276",2276,4041,192,18,1,10,18.4920861142492
"2277",2277,8406,199,25,1,25,7.28470772979083
"2278",2278,9574,165,33,1,22,26.4568002979092
"2279",2279,7237,183,33,1,26,23.7592216112723
"2280",2280,12028,140,11,1,28,7.16801873230468
"2281",2281,10800,106,22,1,22,10.4324094651404
"2282",2282,12238,154,16,1,21,25.6216742150378
"2283",2283,11723,193,39,1,22,24.7392683427338
"2284",2284,6629,158,36,1,19,19.970559157683
"2285",2285,8224,115,36,1,18,24.3807214884812
"2286",2286,5481,133,10,1,30,21.0685460870089
